 ,N1,H2,H3,C4,H5,C6,H7,H8,C9,H10,H11,C12,H13,H14,C15,H16,H17,N18,H19,H20,H21,C22,O23,N24,H25,C26,H27,C28,H29,C30,H31,H32,C33,H34,H35,H36,C37,H38,H39,H40,C41,O42,O43,H44
H11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09911183892754283,0.006738395662815533,0.0033651915580228398,0.02896843483014644,0.0010111541977668725,0.00022897167238977723,0.004421579343867221,7.901605011495505e-05,0.0007404158844583897,8.043234377175246e-05,0.0012805594126386044,0.0002117816454941801,0.0003866503715869163,0.00021089383272965279,6.860944863973373e-05,1.4564820287610303e-06,5.310419849191561e-06,6.830652434786089e-07,1.7516751725787927e-06,5.290053477491341e-07,2.5004368575665126e-08,8.421004451197867e-06,8.72273733798501e-06,2.1790391713238932e-08,2.715397586783297e-07,2.9138513402138244e-07,5.020092497254325e-08,2.492553052846347e-09,3.6260689340039676e-08,6.402750718947914e-06,1.4697434426613754e-05,1.9288017412133485e-06,4.672980427056217e-07
C12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7989494258473668,2.0792409119895323,2.785283781352676,0.08253334920346955,0.08450512247124442,0.16867185479165753,0.006559588439655428,0.024024450163998234,0.01813605500953519,0.013495367790331225,0.02863611953376298,0.0018664079171942516,7.661813540438267e-05,0.0002402716185329612,0.0001362499253771965,2.702934143655744e-05,2.6601729381514616e-06,3.2322154406849712e-06,7.002575928005683e-07,2.2324712012355974e-07,3.829545527271605e-05,3.359759986065747e-05,3.3194410282710862e-06,6.355108803868248e-06,1.6868453458912525e-06,5.536717317955464e-07,7.674334101537283e-08,4.910196780283371e-07,0.0006506416041167362,0.0023171958576259644,0.00019753052210429167,5.15603096351569e-06
H13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025801554196538845,0.09463494832539765,0.0336142581760579,0.007762611694922983,0.006597611438029061,0.0001124903876275063,0.00012235309338981537,0.007459934146531788,0.0007512879794195904,0.0008855936344449589,3.132570631492193e-05,2.2033839068846817e-06,7.3748468432111025e-06,3.996738404232758e-06,2.1739201987447387e-06,2.1144459094735168e-07,6.355436026339589e-07,2.5811878412440592e-08,6.207699465576866e-09,5.154358781345181e-06,6.538132260480722e-06,8.422853681189224e-08,2.6540289854715127e-07,1.2667342719208108e-07,3.520203728513138e-08,1.1058216120574116e-08,1.4196286590717477e-08,3.6363706400255325e-05,0.00010579088979789653,1.0720100575789537e-05,7.688326286725555e-08
H14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0890023087658176,0.003557080031807658,0.031152255222638647,0.010467853103568792,0.0034276478181147763,0.0014693925483049153,0.0008575712854927975,0.02393772429235308,0.05914309737879031,0.005045607936997265,1.4218318108216721e-05,0.00034583174328894906,9.530806332858077e-05,4.580579246638017e-05,3.6016646527414764e-06,2.9616859108516636e-06,8.02838280522522e-07,6.989645229271702e-07,3.0506458021606342e-05,1.6897639988799895e-05,1.581328110233926e-06,5.220702045560799e-06,1.93221851707559e-06,8.954582164655278e-07,8.18703282945421e-08,6.96196572613772e-07,0.0008740547463079729,0.00301966174951529,0.0002414440804868745,1.858567462376115e-06
C15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8641518614765058,2.134225147486793,2.601155199672631,0.0788167076089259,0.07763888210011127,0.07779398765672263,0.0011474301338270931,0.0019177101897411286,0.0012470106590702357,1.371893450907713e-05,0.00039330391439126866,8.895512953732698e-05,5.214163648586956e-05,7.123518101836979e-06,1.097524707413533e-05,1.0575534332701864e-06,4.899666694591076e-07,0.00013817490409542832,9.674591689301515e-05,3.4560995316734733e-06,1.638211868959516e-05,5.453885611114706e-06,3.2317735532139125e-07,2.0054400073910017e-07,1.707223571401073e-06,0.0023424335799806795,0.014906415067073006,0.0008547167238758674,9.16408094775445e-05
H16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027016935978851686,0.0951022860388877,0.0090406618522898,0.0030390626359082518,0.02800677414487196,0.0007106239898229116,0.00021959514994629448,0.002672850914727576,1.889127075216379e-05,0.0003277741607048412,0.00015232705854595352,8.087388812805241e-05,3.5821512853750903e-06,2.8996362430033784e-05,8.341854489390954e-07,5.50664208898155e-07,0.00036457310454740544,0.00040577577681122357,6.864091588898447e-06,4.791620226307636e-05,1.4350988032929557e-05,1.2129602144916873e-07,4.4950784028330304e-07,4.324976029090877e-06,0.0015029465284837062,0.010443429584222286,0.0006734741071127148,4.841296951063612e-05
H17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08734384744691626,0.02005553739727106,0.0070307154802322636,0.002810929692636188,0.00019257754945822825,0.000514554320409033,0.00016678203271724978,5.851123761058119e-07,0.00011977353011305425,4.3488971531280285e-05,6.707179367015925e-06,2.4186227542966066e-06,4.247824966219227e-07,3.900315825866585e-08,3.951504745636214e-08,3.2554979971788356e-06,6.789589519939909e-06,6.54722553949938e-08,5.666786124791656e-07,8.00330886563394e-07,1.43092812265877e-07,5.7744333981091245e-08,3.7803138996928e-07,0.0003711095244183227,0.0018219718484349112,9.789511915370142e-05,2.2402267972010392e-05
N18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7924330669448878,1.8543335344138658,1.849629447383787,0.00024180631029371846,0.00022625156888061992,0.00022507472704490217,1.5964585304284462e-05,0.0025020877752278126,0.0004743723002239575,0.00017386495639640231,1.3784185587506492e-05,2.0801888903257404e-05,9.719408008423969e-06,2.0606662283206845e-06,6.575336650836705e-05,1.665597034494759e-05,1.854494096420467e-05,3.2043494412326012e-06,1.207897831491389e-05,4.123929713051311e-06,1.3719703149117635e-06,4.2229812500238495e-06,0.01935995685682121,0.11354958700690082,0.002537969134909515,0.00048233190199009623
H19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03276432520400219,0.03252920013770777,0.0001308866306712897,0.00036583366939280104,0.00031219053321196455,5.3545095189511116e-05,0.007520881811353131,0.0004810806686392777,0.00030191235093390834,9.396941287631577e-05,3.140257915257294e-05,1.2624316980236472e-05,9.980750864890808e-06,9.867658919560096e-05,3.2583554814280546e-06,5.3657325536748957e-05,5.571187203123884e-06,1.6207008056934313e-05,5.398372196596668e-06,1.0491207362850474e-06,7.157381943789787e-06,0.031582129938485526,0.30858773098933956,0.002385048757720165,0.001311735606761788
H20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029377741811662972,2.2335158479935835e-05,2.985350069240056e-05,7.011355904640304e-06,5.58496241920281e-07,3.41911846797327e-05,1.3585907478130821e-05,9.22337476361168e-06,3.0522307066238596e-06,4.3647830583193326e-07,1.9929115468997338e-07,5.897332044924042e-08,7.040872810781806e-06,5.10463280534168e-08,5.312632549880902e-06,5.021084503731288e-07,3.161282720043346e-07,1.438317223101393e-07,1.071181632283924e-08,5.309875827919086e-08,0.0003943546727339653,0.001294881579696261,6.812869223715712e-05,4.6124597539165535e-06
H21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.059339485271927e-05,6.045754536443404e-06,2.5921975973508538e-05,3.0046425725238635e-07,2.1167686156009502e-05,1.3205187629816706e-05,1.2940716639375793e-06,2.2990856507476565e-07,2.6365386363025323e-07,2.4901700701462914e-08,1.562176743519217e-08,2.956545199106486e-06,3.0313966421502414e-06,1.4063189368584972e-07,4.556785426768073e-07,4.518329536074006e-07,3.008647986302293e-07,9.603650541478714e-09,1.3178268853941688e-07,0.0003764910903083507,0.00183583619031491,6.834529580912463e-05,4.600113064912037e-06
C22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.888928499955884,3.629322524359205,0.13853903762765518,0.2695889061236184,0.02478084152307547,0.028705688221496384,0.001199765111967066,0.00547303957246828,0.0009874175183557377,0.00024766658954988863,0.0038397307829761695,0.0013504220868050254,0.00020246020203895654,0.0003570722393759773,0.0008072471843428297,0.000308716914851459,1.946989069612215e-05,0.00016321083854364815,0.04773218722552655,0.01200169243124255,0.0057721006221066185,0.0003223173465445317
O23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5420986385361648,0.02959665605078965,0.07200394834229937,0.01715060958337089,0.010230262220549596,0.0010279916848013881,0.001025375406654358,0.00014828790859555685,0.00022748924632676193,0.0027127421725112455,0.0012314650544840156,0.0002983201444037853,0.0004992752156935953,0.0003121477359881164,0.00012155473820252283,1.2180690547314299e-05,6.0705901234192616e-05,0.09624736182326848,0.020942156045116303,0.009185429657295852,0.00033256518006763436
N24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9501150004601477,2.636687122139959,0.09415505974423932,0.17072623416088792,0.013225554486619218,0.028800055525301682,0.003811055438486144,0.0006563491057334225,0.023073106131314608,0.013454082475171658,0.0006098777752234774,0.002029766595866178,0.0038781157843885,0.0013798979730579308,0.00011997352844361764,0.0004994037618344382,0.19328556969611108,0.028450625873058993,0.02866670460693968,0.004855916307724084
H25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09725623041350107,0.0053546880213837245,0.021014299090054478,0.008623036250798854,0.001521540585942116,7.210761146292377e-05,0.0009406629786088416,0.007564454538725007,0.006489496031585107,9.227547472634434e-05,0.0007611898832109443,0.00014376481604261304,5.4187022894058856e-05,1.8501928659597766e-05,2.2211330527266426e-05,0.018907068422646334,0.0009490975847370464,0.0033365912206611004,0.00146404806372602
C26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8193846512623746,2.724201905245972,0.10190046196020597,0.15381658723979671,0.029401415048772916,0.007008147917242358,0.1505891084341419,0.007528534320642377,0.0061903367377964535,0.03038441775698586,0.02220191963801113,0.007359024278632997,0.0008332267089961043,0.0028690706613170303,2.6086866771939623,0.2525737877335055,0.2280829098755141,0.05375146169927869
H27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0855645505349415,0.004839708268131293,0.007796716255171421,0.0012693834484358568,0.00010080867959527673,0.02617636891495423,0.001044714921917711,0.0002666646631355185,0.0009545483568420554,0.016350060452887005,0.013157128521077643,0.0002667523374026981,0.001147696581718538,0.11793302023333352,0.022790209639684367,0.016123214867832414,0.0014156697554652542
C28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9478857696162388,2.6125356839716023,0.0990214501986002,0.08282126431342896,2.6519296507831704,0.0858309953152816,0.08526783554691741,0.09377945685249145,0.16140738419890055,0.005152739037812992,0.010382188177957996,0.02873900357286341,0.1806898613080598,0.035545881464100454,0.025214863677739133,0.002070503199438134
H29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07972940746903279,0.004643657172485716,0.035305910925566675,0.08226270467964703,0.003644283304454765,0.03515988981844842,0.005455765638386012,0.009495395962202502,0.00011425057074099243,0.005246609497626009,0.0004140476749183719,0.03029609041628678,0.004679567367124604,0.003042009290301406,0.0011282646673387298
C30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.082041242404953,2.0034698369117403,0.17650159167471324,0.03060080319560199,0.01060290388660623,0.009566071490402894,2.769735124310886,0.08400506732369406,0.0843397743990939,0.09717934183555643,0.015237359814138596,0.0027817067845321147,0.012159909516157016,0.0005793476840322276
H31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02290279731047762,0.013262249731028075,0.0010056193576621908,0.00024721864638732605,0.0057308961596092,0.08557531927795614,0.03231826464552734,0.0034673668377227518,0.0065105757204333425,0.001976184224534272,0.0006314526229145301,0.0006352329439844873,7.139815940782057e-05
H32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008623236497612208,0.0003052559219434148,0.004737488095488462,0.00014800378321910834,0.08315647629091494,0.0058468669503353166,0.03365451910810702,0.0032902281953557377,0.0074946557852777484,0.0004883086058062869,0.012216934692197201,0.0004986895217662379
C33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9019626000071161,2.0358841436579103,2.1095954174570535,0.034532757343656476,0.000812429091493927,0.0009476776745556137,0.0028162921147172337,0.022221575866511606,0.015118691579134563,0.0031759868534610297,0.00016397274641688497
H34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140535446785405,0.024938239810649687,0.004639731576695061,7.57220381173429e-05,3.4095399254363556e-05,0.0008759238454953966,0.000888052017370855,0.0010174258035293704,0.00020916177161933724,4.435691696391686e-06
H35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024474106489842606,0.00107188932062674,1.6017247723265626e-05,0.0004013023944398064,3.0355192676578824e-05,0.009384766113825549,0.011093646957048842,0.0007740187010241151,0.0001054291515862893
H36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010682620409583343,0.0002660655262483047,3.921837320031152e-05,3.215020013014325e-05,0.0025300318030012647,0.0011749090964244813,0.0007569595161029952,1.9117532195522813e-05
C37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0672932517202187,2.0482936802388556,1.8729788117948831,0.0025997610941460303,0.0007610195867332331,0.0046833549216431375,0.0003296937652347287
H38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023289382869072117,0.025038158716547798,0.001343885390752142,0.0003788405798048622,0.007833186884344423,0.0001917128976369753
H39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024454468951414343,0.00035317041004234717,8.284660773760777e-05,0.0002005216117482167,1.5745813379375306e-05
H40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002824472553675239,0.0001074612690710186,0.00012770810843243385,3.580555378901451e-05
C41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.849720461453455,3.5789705116556494,0.1756256191182176
O42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5055865373770309,0.05957397135393816
O43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6729323742043627
