 ,N1,H2,H3,C4,H5,C6,H7,H8,C9,H10,H11,C12,O13,O14,C15,O16,N17,H18,C19,H20,C21,H22,H23,C24,H25,H26,C27,H28,H29,C30,H31,H32,N33,H34,H35,H36,C37,O38,O39,H40
H11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10949198588538933,0.027361010750418524,0.013900979047416384,0.0006059905036983615,0.0005338567796002724,0.00018139545801387769,1.0441018830853466e-05,2.706140141528479e-05,7.87474171004554e-06,7.894176740630421e-06,1.034291362111972e-06,8.000645306260878e-07,1.1496358524931694e-05,3.1690992652322336e-07,5.28328314186588e-06,0.000115379178474595,0.00022675181824061141,1.951147872158998e-07,1.0653258431858603e-05,8.791444605416032e-06,2.7785430343207906e-06,3.326241246615069e-05,9.078059631306701e-05,2.52710373960241e-07,0.0014720260946623487,6.120737535697529e-06,5.518820610506125e-07,1.2250581771233726e-06,2.9415509761321346e-07
C12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1627098454423725,3.421469159328781,0.0024239980954811613,0.005005091616154991,0.0006404804616362558,2.501537696131262e-05,9.695224369107858e-05,3.3583340635079395e-05,2.7680069357716164e-05,4.834899442140994e-06,8.449025434398294e-06,1.82860191569878e-05,1.0218998696132076e-06,6.644949076539675e-06,0.0001296797878693745,0.0001299725544443575,1.8271120290069831e-06,0.0005987177634903251,0.00021831313283682263,5.9710613273145086e-05,0.006024028618241417,0.013480027802173167,0.00020580450940532735,0.16782982940045665,1.2066197026483483e-05,5.780731294743879e-06,2.089831966728406e-06,6.243309893516624e-07
O13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5170001322233038,0.0006795960869660223,0.0014392800276675222,0.00013318464911475647,1.845909889641728e-05,3.7725337951086124e-05,1.5563257267703356e-05,8.20673035177577e-06,8.607291165363407e-07,2.038644987045757e-06,5.6594095966935876e-05,3.3242542448741474e-06,2.4507234955173374e-05,0.0003881976400555709,0.0004464959740684282,2.6525853893399898e-06,0.00235019197840923,0.000683893865164098,9.114261571996352e-05,0.02404738713099179,0.09032420481868453,0.0006116554315676037,0.0708412047843181,7.359498262221598e-06,2.863042339748545e-06,1.3548803118740294e-06,4.286593076052725e-07
O14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005399580613234256,0.0007001786222097794,0.0001256808942033255,5.551695150707303e-06,2.266817255475173e-05,9.258491775687716e-06,6.962563606133232e-06,1.192759182533365e-06,2.161227470320881e-06,5.646098143491374e-06,2.4002531839872887e-07,2.505253992590717e-06,4.276322385209086e-05,4.52563703343678e-05,5.022605438220751e-07,0.000129980429946705,4.816662988982312e-05,1.5907457629582566e-05,0.0016800025991887957,0.0036796508505376746,2.427092741563719e-05,1.657791918534345,2.0528767662175706e-06,1.4311204112812947e-06,3.189689621527214e-07,9.243932042046765e-08
C15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.418097070921162,3.5589676244252675,0.13685283533685888,0.2749951735919538,0.025368568080672338,0.031855339556979195,0.0029286082992021623,0.004784702133171281,0.0020863711982907207,0.00026082724892151354,0.00028964512452489544,0.0033729027482621854,0.00424718362095855,0.00021451137692718447,0.0003340529880688503,0.00010802312175339779,5.1312507312717415e-05,5.10624962730688e-05,1.0211954883043717e-05,2.1483125904886435e-06,8.334425010037005e-05,0.028975479234992968,0.006965796070949007,0.005884318201523853,0.0012265393244137446
O16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5418627786150034,0.025441086769875887,0.06840873149438946,0.03541090433705607,0.01833924919706035,0.0009949036385442644,0.01504427789943208,0.002001276043892941,0.00040205889912914294,0.0001190250788334346,0.0009550283894561307,0.0006246540367185194,2.9293258387075305e-05,0.0001618810865866016,3.349115646056333e-05,3.299452027349936e-05,3.791731662271952e-05,3.586680841349832e-05,2.566706413853481e-06,9.672214305922466e-05,0.008237726304573784,0.004158555494960071,0.0012579884204862515,0.00023981278068518908
N17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6597298260083828,2.8777766057182843,0.09896304992315497,0.17318104778983262,0.027374105551344674,0.006351086833624842,0.0144348392116284,0.001625351364722194,0.0013513237095561514,0.01219359982078741,0.016537265871348295,0.00044751353414040906,0.0012095025883682858,0.00037563070236390494,8.142568025260033e-05,0.00011855519905157319,4.665462657182928e-05,7.904725125351675e-06,3.4321799752823345e-05,0.19147778442052507,0.05771741110642163,0.027256625575592025,0.005130484291402393
H18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09391757706608339,0.01742980912843839,0.008338200409852004,0.0004836198216591203,0.0001316496879419926,0.0006783065353116458,0.00026744109945342487,6.91349779311512e-05,0.0005807443103399423,0.0005456676753947676,4.0443642175480576e-05,0.00010531062629592913,6.943238316270417e-05,1.7549206159372943e-06,1.4013705238680174e-05,2.5403467807105784e-06,8.832285980364674e-07,1.68877991146843e-07,0.032985884815839195,0.07897339038665996,0.005401538980402298,0.00018435725477861098
C19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9161389221288323,2.5203387304968716,0.1026330923625387,0.09878489862162065,0.14793798208516698,0.018401539303106285,0.020785373005748342,0.00970139956903171,0.0012252024748724555,0.0009278571773363442,0.0019998523860651207,0.00024932037644909144,0.0008031618107873228,0.00034958493490805376,2.339890128466582e-05,0.00010084779952401757,5.164555534009629e-06,2.662753925103541,0.2748853148764061,0.22189926667472493,0.05410146019349682
H20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08477998472161286,0.005018243250424881,0.0064124371322908935,0.02537562403563587,0.0021682778550726756,0.0007195638650157044,0.0013373990747092002,0.00027508682926691286,0.00030307817007435567,0.00012537527798972548,1.39135105494681e-05,1.7035523233177585e-05,3.1546687019767816e-05,1.3083837937521992e-06,1.641567292076651e-05,2.955815965988151e-06,0.11663449356098532,0.031277141427701105,0.010854223463292012,0.0006019025565582314
C21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0221899374279735,1.9192771796407824,2.7818779724280565,0.0799990550342331,0.08767926830121786,0.15323216855370503,0.009279977710303644,0.02827130241026099,0.01758615804060637,0.0005856940250155152,0.008699943353595696,0.0029912486089834905,9.39539621356289e-05,0.0009475298915007091,2.1436460903023757e-06,0.19530383614055954,0.04496170327954901,0.03133090791219917,0.0021861846684447794
H22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026106725799207586,0.08325544374335281,0.0016442758479509045,0.012097847729772626,0.020341131725914563,0.0006679253485646353,0.0011218084976323262,0.0005079103353811121,3.0448969126073422e-05,0.0003732097656941047,0.0002248708728468385,1.155214959958073e-05,5.5922925159768155e-05,4.1963433372593784e-07,0.008386570593730491,0.0012867257295881007,0.01253321309634825,0.00030477539539885967
H23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07642704991312899,0.025237029416875334,0.0016309110442576102,0.01575796401305718,0.0007037743659685791,0.0016190175017158914,0.009225033970310381,0.0002839038973221353,0.013279872139367876,0.0014347167881247902,3.594650408089706e-05,0.0005711964203789499,3.487397692847338e-07,0.02703579354697494,0.004426872055004694,0.003892624710686965,0.0002885571147663857
C24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.089058476909909,2.062275760013605,2.7469704732011873,0.0806979151295506,0.0897880177750443,0.16186138585796922,0.009393882612642512,0.005587170536698549,0.041036212626209795,0.001040404547198892,0.0011513234661507665,4.4333165472032476e-07,0.0272840517960998,0.008850717329276545,0.0028670576724107583,0.00027966261747380816
H25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02351573163100884,0.08782940918888515,0.002483544279946459,0.007492317528137837,0.025834932531700883,0.0002890449904020542,0.00047902017310930134,0.0036058953103137448,0.00014168033299855054,6.072314865024353e-05,2.409762100974433e-08,0.0187039222547436,0.008972007061147091,0.0006061008838059712,0.00010562138397141041
H26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0834408609656041,0.033791476931455566,0.0025706763880015693,0.015437610827500281,0.007306492694029165,0.0001938870561526418,0.0016890066634994705,0.000552787986881631,3.909988689643207e-05,1.536201983398655e-07,0.001167903798168668,0.00015026045744259697,0.0002254127450092014,2.5587943530691604e-06
C27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.037396810058764,1.976611977478588,2.89077305031298,0.08433721488058832,0.08326281949621706,0.22496137764035895,0.007388469576223411,0.011489156224511743,2.9951283185836175e-06,0.002324471773606396,0.0006034477548933215,0.0006389620746933972,3.8240775122155846e-05
H28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02339198956821331,0.08139358155792631,0.03436236950851135,0.005125625895409769,0.008937563230385637,0.003705727224212252,0.00012113285158332765,2.957245548884657e-06,0.00019598425792333174,1.9332331633870048e-05,4.714898865820771e-05,8.325476574366775e-06
H29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08389315101418493,0.005700795653066804,0.034883219279191024,0.010618423795918597,8.602642837640673e-05,0.006419152658794225,2.1925582460724513e-08,8.330716646987035e-05,4.7921788436045e-05,5.8870656558296375e-05,1.1245670024306875e-05
C30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0505640667817744,1.9779217840261558,3.0351609978497147,0.1014023911513543,0.0992517053141988,5.147711672370825e-06,0.0014976774757186617,0.0004656294358177243,0.0001727941025493479,1.3725919100426864e-05
H31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024353903414394695,0.09900227982873133,0.033297208717919524,0.004655084802882126,1.5357785265734947e-06,2.5435833721942913e-05,8.197290480627117e-06,4.445156838728259e-06,1.8483494534926592e-07
H32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09561919232533578,0.006607480104102503,0.03666109287316788,9.859393745870193e-08,0.000327535030752113,0.0001309919908287771,6.963218290856332e-05,5.823296475915285e-06
N33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910197661070764,1.8656205371292995,4.153442108056904e-05,0.0005205334798336625,0.00013378002531484745,5.8797326253107185e-05,4.603389392121571e-06
H34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283428079053889,5.510214163528815e-05,6.055076707145446e-06,2.3842984478994467e-06,2.0641544206112528e-06,2.1571550545829155e-08
H35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.086598525963268e-06,2.380988135930462e-05,6.048801407310123e-06,2.946284418325895e-06,4.06749263603956e-07
H36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.815705889558373e-07,1.756135379338275e-07,3.422252470297593e-08,1.266988292059068e-09
C37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7476535488790494,3.483915715468448,0.1652303872608606
O38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5090546721535194,0.063772008770973
O39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7182328874208972
H40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
