 ,N1,H2,H3,C4,H5,C6,H7,H8,C9,H10,H11,C12,O13,N14,H15,H16,C17,O18,N19,H20,C21,H22,C23,H24,H25,C26,H27,H28,C29,H30,H31,C32,H33,H34,N35,H36,H37,H38,C39,O40,O41,H42
H11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1154113902677063,0.014971442896263287,0.022033220396291187,0.0018788943413197146,0.001626636942019255,0.011967113618628789,0.0018942849039842447,0.00382100563604304,2.712471662458249e-05,0.0004883114200848748,0.00015520158542980944,6.700338495080338e-05,2.5271322903197557e-06,1.6542971739141876e-05,2.7830816952345572e-05,1.0411455082515175e-06,3.832498556333164e-05,4.348438998014181e-05,6.742873524867576e-06,2.5193007009871593e-05,0.0007235736579388474,0.00012191979761744243,4.4587226146974857e-05,0.0027905122199231025,0.00010526921197584471,0.004025380701730308,0.0023931516655115725,0.0025989601363107795,0.012738550962880901,0.00130581043873923,2.6222146416010617e-05
C12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6190004428892255,3.7920132100063677,0.14171098400912796,0.1536491875160897,0.002265982054351162,0.0016814332816091626,0.005204328876228792,0.0015957270608929486,0.0004844282544665124,0.0002794666386842781,0.00028508119253908837,9.219147026851005e-05,2.46660510461183e-06,0.0025419150823546843,4.240841909619597e-05,0.004425126660690504,0.00026122596036340373,1.3102340684856273e-05,7.28777770537814e-05,0.0020321492657361384,0.0002710357348831849,0.00026395834648962335,0.01891916583626288,0.000521337237000874,0.0392141050028153,0.0004984789156543545,0.00011321204303013643,0.00032835859405713763,3.252927344435386e-05,2.772948967222355e-06
O13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5538861486934313,0.030233529171097784,0.02659075836300273,0.0005013361789848458,0.0002877681209145916,0.002909970009891058,0.0025489587322446994,0.00040098033924634846,0.00012601526600242163,0.0008478950253989481,0.00021968083871015676,6.189329388672782e-06,0.008470755864426499,0.00016695381093656536,0.024956731915009245,0.0011332506397336434,5.8438023933016225e-05,0.0001774467297300797,0.008803529835982135,0.0014544122613524557,0.0012873596281115507,0.1466292244664965,0.0020946350993111817,0.37794974672441883,0.0017550483011459228,7.941136692540818e-05,0.0002846868514355255,2.5311917832435138e-05,2.0688509437816194e-06
N14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8688188845069638,1.875228653033552,0.0014089967939997505,0.0006691923523237248,0.00040394485781422573,0.00010842025988122561,5.914886859989532e-05,1.2628258560631878e-05,9.576969287686254e-05,3.64697884061016e-05,5.695818935391728e-07,0.001220846274730722,4.454849175994369e-06,0.002503495671976941,9.030836237222672e-05,4.566626246038652e-06,2.86277695858983e-05,0.0005466469425335074,8.446979837684054e-05,6.887787600196038e-05,0.0063910411949591045,0.00019083270375952477,0.010039629065511257,0.00015427227724673642,5.046749979431553e-05,0.00010555691785951726,1.6178422038701235e-05,7.70054136012277e-07
H15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037808276283366915,0.0002360804462251398,0.00025833397751495735,4.0203268055649666e-05,2.2122756166975677e-06,1.2559408551049422e-05,2.1665470741893955e-06,6.812260413990856e-06,2.166764474953453e-06,5.8345624776023897e-08,2.369864329099247e-05,2.6494804861165733e-07,1.2406434637624031e-05,4.802382237323322e-06,3.838989857118946e-07,6.036892810090677e-07,9.831417501127149e-05,2.2637894280030935e-05,2.1901915610245126e-05,0.0012285090204291471,2.8028158940429648e-05,0.0006272344634996596,7.19049170783137e-06,2.474841023780705e-06,5.011251591247046e-06,5.11226736610304e-07,4.75301331626099e-08
H16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89352964287071e-05,5.7075156165153906e-05,2.4751494776986682e-05,7.170018140989498e-06,3.332858941607064e-06,9.312523419069407e-07,1.239735608060677e-06,2.0194872751844173e-07,7.715642835748326e-08,7.913566118400439e-06,1.198947940928008e-07,1.6300987568218517e-05,2.2377753817748314e-06,1.3804002718664776e-07,5.164007266245108e-07,3.294914551288386e-05,9.235734417023522e-06,4.779152364298156e-06,0.0002218453096414219,8.300234228597603e-06,0.00013146269859531934,1.3135556141907756e-05,5.14626781766836e-06,1.1199172337272856e-05,1.6027235695270647e-06,2.1775679637237033e-07
C17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.977414995622414,3.4502482595017123,0.13533096214261697,0.26238233745205336,0.023811156960878543,0.03053284229180503,0.00418441515528678,0.0007885277699608562,0.004474231939881085,0.00020832877654752835,0.001827482624335408,0.0005200727586344711,0.00014820152541394904,0.0001052190307655465,7.342816431729626e-05,1.2064544471890315e-05,6.075530772697846e-06,0.00012266282126718875,1.4810713986679325e-05,5.664170640828914e-05,0.00018935529367114512,0.04928628779249011,0.010349700696315078,0.005708286729158268,0.00034156120580020044
O18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5477543984462058,0.029367479175069433,0.06995298984879247,0.016558660532086544,0.010164110066146939,0.000974775254261151,0.0006981066253497481,0.003208598392851217,0.0002949699278300688,0.001780080907490933,0.0005229409208154928,0.0008756593359632303,5.500541705716344e-05,5.920693839314706e-05,7.120122953452324e-06,8.545659075043233e-06,0.00019534221887453074,8.254737177137983e-06,9.553612649915166e-05,0.0001783708285760799,0.10415308798412176,0.020645182876305748,0.011262552425017724,0.00043307297637573683
N19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.904499493901457,2.9023141779310166,0.09969510427144668,0.1740857244995869,0.024480823292811538,0.00801125350980203,0.02894178265473117,0.0015782189929900436,0.02189144765205242,0.002366635343616738,0.00027234298122214007,0.0005351895651464211,0.000333212453251977,4.145241637054653e-05,1.953167321977478e-05,0.0005036920568017023,4.715772918872929e-05,0.0005265792533314384,0.0007455977819978976,0.1878113086160156,0.02784040165708923,0.02893712989391231,0.0050249323718774
H20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09671948062969027,0.004398770432371579,0.017552173768905166,0.0007201440044362073,0.004509409308467438,0.009134527742159282,0.0006107818030802736,0.010322539860748492,0.000965539979104979,9.377628573736807e-05,0.00042440548980060555,7.900328069199158e-05,2.332608153743365e-06,5.314984628634889e-06,3.400483390625375e-05,1.1317178134628847e-06,1.8214332603294636e-05,5.963736479097648e-06,0.020116141165563484,0.001300284011432673,0.0034701932514350498,0.0014751627361386799
C21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9579135295912011,2.6730398419665278,0.09645781290237698,0.10259482632043415,0.14638269862780812,0.024268678476134786,0.014430354455509553,0.008631484562480807,0.001289440514513407,0.0002907955922653027,0.0010277436009128449,0.0001358550917851531,8.072982298923392e-05,0.0006121840823610503,9.210372908285969e-05,0.00014307842119265501,0.0007944625890320411,2.6547613861270056,0.25585095358283483,0.22842291481165755,0.05415981107130019
H22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09450488213091512,0.0035962923526227097,0.007507282843366214,0.025802049434247576,0.00051759010769592,0.00191320295083508,0.0011322482361842967,0.00015687831530675211,1.949511098020551e-05,0.0002482874898913634,4.568788648895428e-05,2.215183417764166e-05,9.124322833331533e-05,9.530226193321667e-06,2.2601109965769695e-05,0.00016486414220096002,0.11547793431431064,0.02200241579559059,0.019943659165103655,0.0016054965718845793
C23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.150382871805291,1.8536045028020995,2.680063786682147,0.09287190693375957,0.08056497345081004,0.1594457895756897,0.01801738368741712,0.003693805286350438,0.026896957786335274,0.002779131105624111,0.0008623076476712566,0.0016472269808179285,0.00015432378288893212,0.00045358335253209425,0.000280314374361601,0.1828176479270992,0.033528749806969474,0.0257156282929603,0.002047676559604139
H24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02622209879096138,0.07758357840447094,0.0013611688674786127,0.028882221184393764,0.015674797073749414,0.0036005276534984976,0.0006040294429214832,0.001352338287961663,4.4427727073470535e-05,0.0002705140919210258,0.00024092899076522123,5.0803142073840846e-05,0.00019164172528896017,9.405708697896031e-06,0.008265087921037972,0.0012020379118886648,0.0027385822666485815,0.0001279526614568205
H25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08822616018140039,0.010573366501368087,0.0011249256647627437,0.02483740115100397,0.0013078097378513842,4.8673301047630346e-05,0.003224315046651105,0.0007113592200793661,4.3418508896886365e-05,0.00019564907960267774,1.8372532002652875e-05,9.113344087374742e-06,6.996463759745275e-05,0.030153747504335193,0.005277690107755695,0.002957433447052571,0.0007446747760344596
C26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0708535557030117,1.989399558505502,2.4057797668191396,0.07295530995827804,0.083554663776637,0.16599441211732474,0.028946721044982415,0.008590318200749958,0.01654967336858086,0.0021670789985217542,0.004168934512248534,0.0014353163880701514,0.011015867384520428,0.00540554573227478,0.0023596195163868017,9.871524558047184e-05
H27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02667855347075121,0.08768820399568611,0.019795742158146723,0.013926083155620939,0.004525077329530558,7.793241664688644e-05,0.0008804594511380159,0.0008176929545161693,0.000173421205729829,0.00027001475607280057,4.789274730843118e-05,0.001967960427669224,0.0008524416434221305,0.0006548031286534028,1.4464440074357654e-05
H28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07726644586520037,0.002936779621060648,0.019012423703223646,0.018233830714309285,0.0019219634581986167,0.0010224432685468354,0.006176762454117801,0.0003325154224873561,0.00674988394894549,0.0005816671506344573,0.0009480210015500035,0.0006076543115114408,0.00019365429280648883,1.7993646992398027e-05
C29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9101157260354018,1.794654463147769,2.9424763598225026,0.08905762260670069,0.08048332828608606,0.15826264901626086,0.019217560776461085,0.002874527532068849,0.018424584691675627,0.012361268990268126,0.0197133894610841,0.0012871182753693977,8.426484176038418e-05
H30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027202380007763427,0.08822232951228881,0.0050866184075526455,0.03313681624562048,0.008486134981349869,0.00029405087184941614,6.856961901502423e-05,0.005971123041880855,0.015776474344890712,0.019797154667373085,0.0005290309541425842,0.00010437241488747695
H31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11196664558297753,0.004585353630450983,0.0035747220306519,0.0315879213533915,0.0012023556792477574,0.00014737523616270565,0.0009386962221658024,0.0008069560769079498,0.0018220984407962826,0.00012320103389573678,1.2707045953019858e-05
C32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.690422336249556,1.8734985323696902,2.492226434803893,0.08249323368129324,0.07521240975986943,0.07588772249359721,0.002134577708182206,0.006620442576082061,0.0004284361212647525,3.923795043281331e-05
H33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026586497317797164,0.08338999843025119,0.01061316422714187,0.015345225433533338,0.0017431842530177821,5.310201766839384e-05,0.00013057552049922094,6.553615418125602e-06,1.3928664523987777e-06
H34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088934503313289,0.00229270645100077,0.01027719459012455,0.017987586010853374,0.0005142463031673206,0.0013533548372413051,9.55912017571725e-05,1.4832756651594892e-05
N35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9405439971757115,1.6538238166129977,1.4937851430300975,0.016244973634120863,0.09785408748376563,0.0049258437561366525,0.00023817822084948315
H36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03314606459603109,0.033298459710483286,0.0004434751591024799,0.001490146241488799,0.00011619787238947854,2.4951265360950714e-05
H37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0359226159892001,0.0002892792301679714,0.00159032700420636,7.112165914957558e-05,5.867380805879563e-06
H38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03114498630678153,0.27549730986601373,0.006939703226324867,0.00016876657993769584
C39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074504212142168,3.4747770213214926,0.16999479103064685
O40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5096418567055735,0.058244188586333734
O41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.686735618303063
H42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
