 ,N1,H2,H3,C4,H5,C6,H7,H8,C9,N10,C11,H12,C13,H14,N15,H16,C17,O18,N19,H20,C21,H22,C23,H24,H25,C26,H27,C28,H29,H30,H31,C32,H33,H34,H35,C36,O37,O38,H39
C11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1125280262442168,0.6210188783099141,0.029711680172001875,3.302949494032844,0.10882633242195272,0.004472143988720728,0.001806478400893874,0.026680037340773982,0.07246801616883736,0.002816433263645668,0.0004944100624687531,0.00027919572500838263,4.434532764729937e-05,2.548642046074079e-06,6.348380985066182e-05,1.1538287715717743e-05,0.0002761644148528697,6.246032041357097e-06,0.0007878218419257177,2.0852157207595923e-05,9.064535153771591e-06,2.8775445908291175e-06,1.3603285529129039e-06,1.6104233624414377e-06,0.00269531463456818,0.01575923734825624,0.001002918059390498,6.978548367853055e-05
H12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030218551190536402,0.0008693519165645647,0.09901468485859555,0.004631654835426824,0.0001197170654383406,6.0147645802755e-05,0.001020442397710264,0.003238874888474186,0.00013395292845652662,1.6423537190002335e-05,1.983980506792271e-05,4.075252848956268e-06,2.1815157746907232e-07,3.4104137813795177e-06,8.795247068427159e-07,1.7169627797297693e-05,1.2595354770272849e-06,5.2277057081218103e-05,1.3854449210093378e-06,1.1186922431738466e-06,3.531124233013827e-07,1.3380441199473125e-08,3.8275200342496873e-08,0.0028108669518958074,0.023181924318243396,0.001067149647407506,3.183749496837862e-05
C13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9114690719843295,3.5537348828545197,0.11659853954827348,0.0011824240099413963,0.0007227949464831546,0.005728222106287373,0.009537922690898926,0.0006285002286586516,0.0001507909033039434,5.3495212032600437e-05,1.615116831166219e-05,7.045839105490614e-07,3.782818313122216e-05,0.0001232944495637156,3.7930962048973726e-05,2.0397048619003044e-06,6.004695245165337e-05,1.8762216533740883e-06,6.70663483497147e-06,4.346216480044518e-07,1.9785826843587984e-07,2.4396608200305536e-06,0.00028993727804202396,0.0008658205048636125,8.495154402730909e-05,1.9244437243548518e-05
H14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384374892209203,0.004620202540775553,1.0966574649939886e-05,3.3434985723390653e-06,1.0350109065138113e-05,3.528113104223074e-05,2.799586878099447e-06,1.216690339589377e-07,9.207917046616387e-07,2.633956062148002e-07,2.872227944372696e-08,6.711683824267567e-07,1.7685282200918806e-06,5.310492704468928e-07,6.557158815923003e-08,1.079121870972699e-06,2.1520878412673028e-08,1.0605240885475098e-07,1.0368512493030835e-08,6.4802361254834295e-09,4.647827744896915e-08,4.6006001122034235e-06,1.712506409368153e-05,1.4231796363617377e-06,3.4954641114914864e-07
N15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9566982418589927,0.0008389199458855023,0.0003366380341530556,0.002417643066383618,0.0032768697085318044,0.0003961728978510992,5.684717473664058e-05,4.663847637849383e-05,6.131231118144953e-06,7.892307236634366e-07,2.4894146148271568e-05,1.545423039805982e-05,0.00024394692584227273,3.3128405569904373e-06,0.000601956699544326,1.7465959551765664e-05,5.073620949605506e-06,1.3607559434802852e-06,1.7922348760635032e-07,1.2463602032664056e-06,0.00030274084711703897,0.0013344481147071763,0.00012189211067706318,1.4232002049197057e-05
H16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.730062465354898e-05,8.039809288762356e-06,2.176096913009129e-05,7.27000978764103e-05,3.1435377187971625e-06,8.366723718289393e-07,9.367322453268656e-07,1.0491383206634453e-07,4.1862419775107185e-07,7.482072411857388e-06,6.224448174663166e-07,4.947278547273726e-05,3.1394613797530724e-07,3.721942919865384e-05,7.994378564690763e-06,3.1928968570182903e-06,1.1344986472483498e-06,5.564216998266147e-08,5.305374828346032e-08,7.337690006936626e-06,2.3804965532669975e-05,4.088595608631174e-06,1.0912991199596433e-07
C17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921862235363024,3.6282047732917633,0.13551607796977216,0.27550447778494136,0.029472443567603923,0.03162178716887218,0.002954049705393036,0.002173475262276625,0.0034498134980077144,0.0018198395227855269,0.0004650491910565546,2.4197054597108192e-05,0.0001074412847830164,7.676354672003782e-05,0.0005375648442337289,1.0281919134103035e-05,0.00010999288220525649,0.00019777103171159105,0.030739118922526038,0.004349671126045243,0.005784174349728499,0.0012617801246186389
O18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5425761235186694,0.024825312128897603,0.0760042255372938,0.05861367264904982,0.012124007405876075,0.0009854246522660315,0.004501212393866472,0.0028187510314017505,0.001653330059520064,0.0005399180798895953,3.143875808175878e-05,0.00020359717540618938,1.8076242172204715e-05,0.0003414145781237138,2.1566437016451445e-05,6.915795055406626e-05,9.116876916048788e-05,0.011733716391774951,0.003812279431424842,0.0016972978305358072,0.0002474379508372593
N19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8167655064080843,2.5748561345701857,0.09870630980459305,0.17886411857539528,0.025859322844424826,0.004665350850777017,0.02395978512347917,0.01965025365732931,0.0018754008097933428,7.956530143049534e-05,0.0005365464884063975,0.00021590081761990731,0.003347306013673515,8.331008923478933e-05,0.0003441612972809871,0.0007564374901836146,0.1938512878797948,0.0379818561323078,0.027411279063392968,0.004804405020856772
H20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09705940495855447,0.02445789327581105,0.004505391376801282,0.00038139683206717123,8.814922374122958e-05,0.0021961867950716085,0.00219706527353547,0.0007582235677057181,8.772030816461829e-05,0.0008946445185693541,2.0643206268600167e-05,0.00033037144869640933,3.137721288126727e-06,2.982644859983452e-06,0.0002313320351592374,0.01756063295968191,0.028274124423486646,0.0024252826135769956,7.700241230534921e-05
C21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.896056376101516,2.7579134761500352,0.09383146400046116,0.10113033322667264,0.13924598034865754,0.00779853536242503,0.011132260677219688,0.0009803888233601565,0.00257563278683115,0.00051637508773128,0.03309635396163539,0.000926628992236056,0.0046676938599456985,0.0007433922356137046,2.618619699704875,0.2672912950321848,0.21521050605929742,0.05331074083414988
H22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999850945133103,0.002991357990810517,0.009654175887962246,0.021982850292631695,0.0006009883562032581,0.0011481923477466571,4.4406872836022515e-05,0.0006106186459846619,6.687613092659639e-05,0.0017848100771263864,6.864933458139433e-06,0.0006156391208802514,4.355751278328768e-05,0.12577922576692724,0.03358342877501952,0.012288231213997691,0.0005179555130989666
C23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6598008369178268,1.8245164571922468,2.6605655174372984,0.08547332575491584,0.15534654395258002,0.03113405792476387,0.005016448102519888,0.009619949544220852,0.18074133741290938,0.010642780047424916,0.030901628255775027,0.010073067086803666,0.18137644045358098,0.04100749433003281,0.03040730500464403,0.002292489570776546
H24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02422520175975884,0.08232006867837094,0.03516517346450976,0.008878895832333256,0.00042144269030752746,8.582326446360256e-05,0.004301350677753613,0.008276087846675773,0.0001721246373518337,0.0004157184263613445,0.004098657286516039,0.009708939714569764,0.0015522520556359165,0.016900976107741883,0.0004120286032867071
H25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08702693795050309,0.003943675386865797,0.030169577987501195,0.001655273367245913,0.00031737406624676723,0.0004654169782296602,0.014755735730188624,0.0064546965180236615,0.001063592170365446,0.00025786523468607214,0.02632421971854426,0.004168932839522688,0.0030765297402879366,0.00023573394011777715
C26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6356398024719516,2.7316951797332676,0.08517102206302307,0.0826509434615843,0.08134711135265671,2.8615459455633703,0.08213913012796015,0.08236557024537094,0.08370259488083942,0.011519357616218862,0.0024574309578681564,0.002433678105038292,0.00035331743127908766
H27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08326561787435627,0.0037111828423268545,0.005424787854380497,0.03480994718092045,0.08425476825432776,0.004707716355626168,0.004459402637232879,0.03467078916704569,0.000964815259217433,0.00024859523476861156,0.00035912500046331175,0.0001023219277078713
C28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8265085843400817,2.1266443150677192,1.697214823919478,0.16946527030629335,0.03141852512706478,0.010367033911482748,0.008788846903038161,0.020940815521180378,0.01377012856963021,0.003433314943859067,0.0003057344153082342
H29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025325808095453706,0.023204750983827127,0.012585875819310033,0.0009339599002542442,0.005435109190024878,0.0001873483521468433,0.0017104985125953043,0.0008316863478420311,0.0008399559820650992,7.688302000752323e-05
H30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023341082907661903,0.03025350029599605,0.002814897869116928,0.0007439542436897817,0.0004946106071164191,0.026381378605943917,0.018096224647987325,0.0024567114348712504,9.24949299205835e-05
H31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00779459818297723,0.00041036971606867034,0.0001549901947892618,0.0036963115009229774,0.000946450674403243,0.00036371040506655294,0.0025410505414250606,0.00012878488281975464
C32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9527113789744146,1.875486726719747,1.6989450024052224,0.0033439506126451413,0.0014522239738760934,0.00041939128415920124,3.948404516773696e-05
H33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02425485228715396,0.022970071918568147,0.0003698032657373229,0.00011588554340125068,4.033646965284632e-05,7.619071933806509e-06
H34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228273771227534,0.0004776262005439236,0.00021345479460466166,7.017422488397873e-05,2.4256500401609316e-06
H35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4063959480089565e-05,4.938208026006308e-05,6.114133728918336e-05,6.346560838199622e-06
C36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.739441762370745,3.163879961071267,0.16171984797390826
O37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5037122704011449,0.0687301555768478
O38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6368309446562437
H39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
